state	yr	qtr	index_nsa	index_sa	Warning
WI	1999	2	154.97	153.76	
WI	1999	3	157.01	155.42	
WI	1999	4	157.85	157.64	
WI	2000	1	160.21	160.62	
WI	2000	2	163.85	162.65	
WI	2000	3	166.59	164.88	
WI	2000	4	167.15	166.87	
WI	2001	1	168.95	169.39	
WI	2001	2	172.96	171.78	
WI	2001	3	175.66	173.79	
WI	2001	4	176.91	176.57	
WI	2002	1	177.75	178.25	
WI	2002	2	181.88	180.68	
WI	2002	3	186.51	184.48	
WI	2002	4	187.21	186.83	
WI	2003	1	189.23	189.83	
WI	2003	2	193.67	192.38	
WI	2003	3	197.53	195.31	
WI	2003	4	199.88	199.53	
WI	2004	1	202.25	203.00	
WI	2004	2	207.31	205.76	
WI	2004	3	212.28	209.90	
WI	2004	4	213.46	213.21	
WI	2005	1	213.25	214.09	
WI	2005	2	220.76	218.90	
WI	2005	3	224.02	221.52	
WI	2005	4	223.67	223.56	
WI	2006	1	224.72	225.66	
WI	2006	2	228.74	226.56	
WI	2006	3	229.55	227.08	
WI	2006	4	227.62	227.52	
WI	2007	1	226.87	227.99	
WI	2007	2	231.08	228.70	
WI	2007	3	229.95	227.51	
WI	2007	4	225.74	225.48	
WI	2008	1	223.84	225.30	
WI	2008	2	224.69	222.24	
WI	2008	3	222.25	219.82	
WI	2008	4	217.55	217.04	
WI	2009	1	219.82	221.73	
WI	2009	2	218.69	216.26	
WI	2009	3	215.36	212.74	
WI	2009	4	212.41	211.75	
WI	2010	1	206.36	208.71	
WI	2010	2	210.58	208.12	
WI	2010	3	209.48	206.60	
WI	2010	4	208.36	207.68	
WI	2011	1	197.10	199.87	
WI	2011	2	201.18	198.64	
WI	2011	3	202.73	199.59	
WI	2011	4	200.86	200.34	
WI	2012	1	197.17	200.36	
WI	2012	2	202.50	199.70	
WI	2012	3	203.92	200.47	
WI	2012	4	200.60	200.33	
WI	2013	1	199.95	203.39	
WI	2013	2	210.68	207.56	
WI	2013	3	213.12	209.31	
WI	2013	4	211.27	211.27	
WV	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1991	2	100.60	99.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1991	3	101.13	100.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1991	4	102.22	103.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1992	1	103.35	103.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1992	2	107.81	107.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1992	3	106.69	105.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1992	4	106.34	107.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1993	1	108.35	108.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1993	2	112.25	111.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1993	3	114.70	113.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1993	4	112.23	113.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1994	1	116.74	116.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1994	2	117.96	117.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1994	3	121.09	120.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1994	4	120.44	121.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1995	1	124.18	123.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1995	2	122.71	122.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1995	3	124.22	123.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1995	4	124.84	126.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1996	1	126.67	126.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1996	2	127.21	126.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1996	3	129.21	128.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1996	4	125.55	126.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1997	1	126.50	126.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1997	2	131.06	130.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1997	3	130.23	129.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1997	4	129.54	130.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1998	1	130.67	131.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1998	2	134.19	133.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1998	3	132.74	132.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1998	4	133.49	134.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1999	1	134.69	135.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1999	2	135.94	134.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1999	3	136.88	136.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	1999	4	136.65	137.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2000	1	136.14	136.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2000	2	139.93	138.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2000	3	139.28	138.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2000	4	137.48	138.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2001	1	140.76	140.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2001	2	139.87	138.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2001	3	141.20	140.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2001	4	141.65	142.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2002	1	145.39	145.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2002	2	147.30	146.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2002	3	147.59	147.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2002	4	149.03	149.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2003	1	150.88	150.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2003	2	155.12	154.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2003	3	155.11	154.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2003	4	155.12	156.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2004	1	160.65	160.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2004	2	163.17	162.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2004	3	166.99	166.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2004	4	170.53	171.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2005	1	170.82	171.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2005	2	176.36	175.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2005	3	180.00	178.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2005	4	180.02	180.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2006	1	183.15	183.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2006	2	186.20	184.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2006	3	188.45	187.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2006	4	187.00	187.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2007	1	191.19	192.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2007	2	192.18	190.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2007	3	195.41	194.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2007	4	192.97	193.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2008	1	190.45	192.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2008	2	196.02	194.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2008	3	190.16	189.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2008	4	191.42	191.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2009	1	185.91	187.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2009	2	192.07	190.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2009	3	187.62	186.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2009	4	186.91	186.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2010	1	184.05	185.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2010	2	191.10	190.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2010	3	192.45	191.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2010	4	188.16	188.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2011	1	185.80	186.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2011	2	181.94	181.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2011	3	188.17	186.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2011	4	185.55	185.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2012	1	194.36	194.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2012	2	187.83	187.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2012	3	190.51	188.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2012	4	199.85	200.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2013	1	194.63	194.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2013	2	196.78	197.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2013	3	199.67	198.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WV	2013	4	196.37	196.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1991	2	104.28	103.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1991	3	105.91	104.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1991	4	105.99	105.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1992	1	107.05	107.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1992	2	109.35	108.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1992	3	110.70	109.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1992	4	113.37	112.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1993	1	112.43	112.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1993	2	116.46	115.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1993	3	120.86	119.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1993	4	123.85	122.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1994	1	127.43	127.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1994	2	130.07	128.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1994	3	134.19	132.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1994	4	135.29	134.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1995	1	137.02	136.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1995	2	141.33	139.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1995	3	142.06	139.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1995	4	144.58	143.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1996	1	145.06	144.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1996	2	147.31	145.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1996	3	148.76	146.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1996	4	146.70	146.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1997	1	146.97	146.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1997	2	151.43	149.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1997	3	152.25	149.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1997	4	151.20	150.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1998	1	152.75	152.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1998	2	155.23	153.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1998	3	157.53	154.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1998	4	155.66	155.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1999	1	156.59	156.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1999	2	158.54	156.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1999	3	162.41	159.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	1999	4	161.83	161.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2000	1	162.78	162.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2000	2	167.51	165.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2000	3	166.54	164.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2000	4	170.32	169.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2001	1	168.96	168.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2001	2	174.03	171.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2001	3	177.16	174.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2001	4	180.89	179.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2002	1	184.03	183.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2002	2	189.94	187.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2002	3	192.16	189.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2002	4	194.91	193.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2003	1	193.81	193.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2003	2	203.16	200.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2003	3	209.20	206.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2003	4	209.70	208.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2004	1	216.73	215.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2004	2	221.00	218.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2004	3	228.35	224.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2004	4	230.15	229.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2005	1	236.76	235.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2005	2	243.78	241.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2005	3	254.59	250.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2005	4	259.57	258.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WY	2006	1	269.05	267.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
